message_id,message,verdict,scam_type,risk_level,evidence,requested_action,language,category,confidence,source,contains_url,contains_phone,asks_for_otp,asks_for_upi_pin,asks_for_money,impersonates_authority,urgency,processed_message
IND-01548,Aapke account se ₹900 debit hua hai. Agar aapne transaction nahi kiya to official bank app mein check karein.,legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Banking,0.92,public_dataset_derived,0,0,0,0,1,1,LOW,aapke account se ₹900 debit hua hai. agar aapne transaction nahi kiya to official bank app mein check karein.
IND-02642,"Guys kal project review 4 baje lab mein hai. Please bring your laptop. For security, never share OTP.",legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,College,0.95,public_dataset_derived,0,0,1,0,0,0,LOW,"guys kal project review 4 baje lab mein hai. please bring your laptop. for security, never share otp ."
IND-00842,"Bhai, Income Tax Department: click http://refund.example to claim your pending refund today.",scam,TAX_REFUND_SCAM,HIGH,Fake refund plus PAN/bank/OTP request,SHARE_DETAILS,HINGLISH,Tax,0.92,synthetic_augmented,1,0,0,0,0,1,HIGH,"bhai, income tax department: click URLTOKEN to claim your pending refund today."
IND-04061,Guys please forward: All college exams are permanently cancelled this semester. Forward to every student.,misinformation,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINGLISH,MISINFORMATION,0.92,synthetic_augmented,0,0,0,0,0,0,MEDIUM,guys please forward: all college exams are permanently cancelled this semester. forward to every student.
IND-01102,"Bhai, Supreme Court cyber team here. You are under digital arrest due to money laundering. Transfer ₹50,000 for verification.",scam,DIGITAL_ARREST,CRITICAL,Authority impersonation; intimidation; payment demand,PAY_OR_TRANSFER,HINGLISH,Law enforcement,0.95,public_dataset_derived,0,0,0,0,1,1,HIGH,"bhai, supreme court cyber team here. you are under digital arrest due to money laundering. transfer ₹50,000 for verification."
IND-01290,"Urgent hai: Income Tax refund of ₹18,500 is pending. Confirm PAN, bank details and OTP at http://tax-refund.example.",scam,TAX_REFUND_SCAM,HIGH,Fake refund plus PAN/bank/OTP request,SHARE_DETAILS,HINGLISH,Tax,0.92,public_dataset_derived,1,0,1,0,1,1,CRITICAL,"urgent hai: income tax refund of ₹18,500 is pending. confirm pan, bank details and otp at URLTOKEN"
IND-00031,"Sir, Your meter has been flagged. Pay the pending amount now or your connection will be terminated today.",scam,ELECTRICITY_SCAM,HIGH,Disconnection threat plus payment/link,PAY_BILL,HINGLISH,Utilities,0.95,public_dataset_derived,0,0,0,0,1,0,HIGH,"sir, your meter has been flagged. pay the pending amount now or your connection will be terminated today."
IND-00554,Your email account will close in 24 hours. Login through this link to keep it active.,scam,ACCOUNT_TAKEOVER,HIGH,Threatens account closure and requests login/OTP,LOGIN_OR_SHARE_OTP,ENGLISH,Account security,0.89,public_dataset_derived,0,0,0,0,0,0,CRITICAL,your email account will close in 24 hours. login through this link to keep it active.
IND-02895,Your parcel has been shipped and is expected to arrive tomorrow. Track it using the courier company's official application. Please verify through the official app.,legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Courier,0.93,public_dataset_derived,0,0,0,0,0,0,LOW,your parcel has been shipped and is expected to arrive tomorrow. track it using the courier company's official application. please verify through the official app.
IND-00677,"CBI officer here. A money laundering case is registered against your Aadhaar. Transfer ₹20,000 for verification.",scam,POLICE_IMPERSONATION,CRITICAL,Threat of arrest/case; demands money,PAY_OR_TRANSFER,ENGLISH,Law enforcement,0.98,public_dataset_derived,0,0,0,0,1,1,HIGH,"cbi officer here. a money laundering case is registered against your aadhaar. transfer ₹20,000 for verification."
IND-03168,"Bhai, I received a message saying I have an income-tax refund and it contains a link. I haven't checked the official portal.",suspicious,TAX_REFUND_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.81,synthetic_augmented,0,0,0,0,0,0,HIGH,"bhai, i received a message saying i have an income-tax refund and it contains a link. i haven't checked the official portal."
IND-00332,Congratulations! You are selected for a work-from-home job. Pay ₹999 registration fee to confirm joining.,scam,JOB_SCAM,HIGH,Job offer requires upfront payment or sensitive documents,PAY_FEE,ENGLISH,Employment,0.96,synthetic_augmented,0,0,0,0,1,0,CRITICAL,congratulations! you are selected for a work-from-home job. pay ₹999 registration fee to confirm joining.
IND-00377,"Madam, Income Tax Department: click http://refund.example to claim your pending refund today.",scam,TAX_REFUND_SCAM,HIGH,Fake refund plus PAN/bank/OTP request,SHARE_DETAILS,HINGLISH,Tax,0.97,synthetic_augmented,1,0,0,0,0,1,HIGH,"madam, income tax department: click URLTOKEN to claim your pending refund today."
IND-00974,Your verification OTP has been generated. Send the OTP here so we can stop the unauthorized transaction.,scam,OTP_THEFT,HIGH,Requests one-time password; suspicious verification,SHARE_OTP,ENGLISH,Banking,0.9,public_dataset_derived,0,0,1,0,0,0,HIGH,your verification otp has been generated. send the otp here so we can stop the unauthorized transaction.
IND-02888,"Maine ₹500 UPI se bhej diye hain, transaction ID bhi aa gayi hai. Please verify through the official app.",legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,UPI,0.93,public_dataset_derived,0,0,0,0,1,0,LOW,"maine ₹500 upi se bhej diye hain, transaction id bhi aa gayi hai. please verify through the official app."
IND-00083,Bahut zaroori hai: FASTag KYC failed. Pay ₹499 and update vehicle details at http://fastag-update.example to avoid blacklisting.,scam,FASTAG_SCAM,HIGH,KYC/recharge/blacklist threat plus payment/link,PAY_OR_UPDATE,HINDI_ROMAN,Transport,0.93,synthetic_augmented,1,0,0,0,1,1,CRITICAL,bahut zaroori hai: fastag kyc failed. pay ₹499 and update vehicle details at URLTOKEN to avoid blacklisting.
IND-04455,"Government is giving ₹10,000 to every citizen who forwards this message to 10 groups.",misinformation,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,ENGLISH,MISINFORMATION,0.88,synthetic_augmented,0,0,0,0,1,1,MEDIUM,"government is giving ₹10,000 to every citizen who forwards this message to 10 groups."
IND-00081,"Please dhyan do, Your tax refund cannot be processed. Share your bank account and OTP immediately for verification.",scam,TAX_REFUND_SCAM,HIGH,Fake refund plus PAN/bank/OTP request,SHARE_DETAILS,HINGLISH,Tax,0.92,public_dataset_derived,0,0,1,0,0,1,CRITICAL,"please dhyan do, your tax refund cannot be processed. share your bank account and otp immediately for verification."
IND-03385,"Bhai, A WhatsApp group promises guaranteed crypto returns and asks members to transfer money. Can this be verified?",suspicious,INVESTMENT_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.85,synthetic_augmented,0,0,0,0,1,0,MEDIUM,"bhai, a whatsapp group promises guaranteed crypto returns and asks members to transfer money. can this be verified?"
IND-03941,"Bhai, Someone offered me a work-from-home job but wants a ₹500 joining fee first. I am unsure if it is genuine.",suspicious,JOB_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.87,synthetic_augmented,0,0,0,0,1,0,MEDIUM,"bhai, someone offered me a work-from-home job but wants a ₹500 joining fee first. i am unsure if it is genuine."
IND-01608,"For Aadhaar services, use the official UIDAI website or authorised centre. Never share OTP with anyone. Check the official portal for details.",legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Aadhaar,0.99,public_dataset_derived,0,0,1,0,0,1,LOW,"for aadhaar services, use the official uidai website or authorised centre. never share otp with anyone. check the official portal for details."
IND-00342,Turant check karein: Electricity department: last warning. Pay ₹999 immediately to avoid disconnection.,scam,ELECTRICITY_SCAM,HIGH,Disconnection threat plus payment/link,PAY_BILL,HINDI_ROMAN,Utilities,0.92,synthetic_augmented,0,0,0,0,1,0,HIGH,turant check karein: electricity department: last warning. pay ₹999 immediately to avoid disconnection.
IND-00059,"Madam, Your bank KYC is incomplete. Account will be blocked today. Share OTP to complete verification.",scam,KYC_FRAUD,HIGH,OTP request; KYC/account threat; urgency,SHARE_OTP,HINGLISH,KYC / Banking,0.93,synthetic_augmented,0,0,1,0,0,1,HIGH,"madam, your bank kyc is incomplete. account will be blocked today. share otp to complete verification."
IND-03425,"Bhai, This message says I won a shopping voucher but asks me to pay a small fee first. Has anyone verified it?",suspicious,LOTTERY_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.83,synthetic_augmented,0,0,0,0,1,0,MEDIUM,"bhai, this message says i won a shopping voucher but asks me to pay a small fee first. has anyone verified it?"
IND-01150,Kripya dhyan dein: Congratulations! You are selected for a work-from-home job. Pay ₹999 registration fee to confirm joining.,scam,JOB_SCAM,HIGH,Job offer requires upfront payment or sensitive documents,PAY_FEE,HINDI_ROMAN,Employment,0.93,synthetic_augmented,0,0,0,0,1,0,HIGH,kripya dhyan dein: congratulations! you are selected for a work-from-home job. pay ₹999 registration fee to confirm joining.
IND-01773,"Your train ticket booking is confirmed. PNR 4512789630. Check journey details through the official railway service. For security, never share OTP.",legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Railway,0.93,public_dataset_derived,0,0,1,0,0,1,LOW,"your train ticket booking is confirmed. pnr 4512789630. check journey details through the official railway service. for security, never share otp ."
IND-00539,"Please dhyan do, Your account needs urgent verification. Login at http://account-check.example before midnight.",scam,PHISHING,HIGH,Suspicious link requesting credentials/payment,CLICK_LINK,HINGLISH,Phishing,0.92,public_dataset_derived,1,0,0,0,0,0,HIGH,"please dhyan do, your account needs urgent verification. login at URLTOKEN before midnight."
IND-01204,"Bhai, Your account needs urgent verification. Login at http://account-check.example before midnight.",scam,PHISHING,HIGH,Suspicious link requesting credentials/payment,CLICK_LINK,HINGLISH,Phishing,0.99,synthetic_augmented,1,0,0,0,0,0,HIGH,"bhai, your account needs urgent verification. login at URLTOKEN before midnight."
IND-01261,"Turant check karein: Your refund is ready. Enter card number, CVV and OTP at http://refund-portal.example.",scam,PHISHING,HIGH,Suspicious link requesting credentials/payment,CLICK_LINK,HINDI_ROMAN,Phishing,0.94,public_dataset_derived,1,0,1,0,0,0,HIGH,"turant check karein: your refund is ready. enter card number, cvv and otp at URLTOKEN"
IND-00894,"Kripya dhyan dein: You have been shortlisted for a government job. Pay ₹1,000 registration fee to receive your appointment letter.",scam,RECRUITMENT_SCAM,HIGH,Fake recruitment with registration fee,PAY_FEE,HINDI_ROMAN,Employment,0.9,synthetic_augmented,0,0,0,0,1,1,HIGH,"kripya dhyan dein: you have been shortlisted for a government job. pay ₹1,000 registration fee to receive your appointment letter."
IND-04111,All college exams are permanently cancelled this semester. Forward to every student.,misinformation,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,ENGLISH,MISINFORMATION,0.95,synthetic_augmented,0,0,0,0,0,0,HIGH,all college exams are permanently cancelled this semester. forward to every student.
IND-00756,"Guaranteed 3X return in 7 days. Transfer ₹10,000 to our UPI account and our expert will trade for you.",scam,INVESTMENT_SCAM,HIGH,Guaranteed/high returns; asks for transfer,TRANSFER_MONEY,ENGLISH,Investment,0.89,public_dataset_derived,0,0,0,0,1,0,HIGH,"guaranteed 3x return in 7 days. transfer ₹10,000 to our upi account and our expert will trade for you."
IND-02192,"Aadhaar update ke liye nearest authorised centre ya official UIDAI portal use karein. For security, never share OTP.",legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Government,0.95,public_dataset_derived,0,0,1,0,0,1,LOW,"aadhaar update ke liye nearest authorised centre ya official uidai portal use karein. for security, never share otp ."
IND-01193,Urgent hai: Your email account will close in 24 hours. Login through this link to keep it active.,scam,ACCOUNT_TAKEOVER,HIGH,Threatens account closure and requests login/OTP,LOGIN_OR_SHARE_OTP,HINGLISH,Account security,0.93,synthetic_augmented,0,0,0,0,0,0,CRITICAL,urgent hai: your email account will close in 24 hours. login through this link to keep it active.
IND-00788,Kripya dhyan dein: Instagram security alert: unusual login detected. Verify your password and OTP using http://security-check.example.,scam,ACCOUNT_TAKEOVER,HIGH,Threatens account closure and requests login/OTP,LOGIN_OR_SHARE_OTP,HINDI_ROMAN,Account security,0.97,public_dataset_derived,1,0,1,0,0,0,HIGH,kripya dhyan dein: instagram security alert: unusual login detected. verify your password and otp using URLTOKEN
IND-00753,Your WhatsApp account will be permanently disabled today. Click http://appeal.example and enter your login code.,scam,ACCOUNT_TAKEOVER,HIGH,Threatens account closure and requests login/OTP,LOGIN_OR_SHARE_OTP,ENGLISH,Account security,0.99,public_dataset_derived,1,0,0,0,0,0,HIGH,your whatsapp account will be permanently disabled today. click URLTOKEN and enter your login code.
IND-01190,"Madam, Your UPI account will be suspended today. Send your UPI PIN to the verification agent to reactivate it.",scam,UPI_FRAUD,HIGH,Requests UPI PIN/payment; urgency,PAY_OR_SHARE_UPI,HINGLISH,UPI,0.96,public_dataset_derived,0,0,0,1,0,0,HIGH,"madam, your upi account will be suspended today. send your upi pin to the verification agent to reactivate it."
IND-02776,Reminder: check your income-tax filing status through the official government tax portal. Please verify through the official app.,legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Tax,0.95,public_dataset_derived,0,0,0,0,0,1,LOW,reminder: check your income-tax filing status through the official government tax portal. please verify through the official app.
IND-00213,Scholarship registration closes today. Pay ₹199 processing charges immediately.,scam,SCHOLARSHIP_SCAM,HIGH,Scholarship claim requires fee/bank details,PAY_FEE,ENGLISH,Education,0.92,public_dataset_derived,0,0,0,0,1,0,CRITICAL,scholarship registration closes today. pay ₹199 processing charges immediately.
IND-03735,Mujhe ek message mila hai: Someone says my KYC will expire today and wants my documents on WhatsApp. I have not verified the sender.,suspicious,KYC_FRAUD,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINDI_ROMAN,UNVERIFIED_COMMUNICATION,0.88,synthetic_augmented,0,0,0,0,0,1,HIGH,mujhe ek message mila hai: someone says my kyc will expire today and wants my documents on whatsapp. i have not verified the sender.
IND-00615,Turant check karein: Prize department: pay the verification fee immediately to receive your lottery winnings.,scam,LOTTERY_SCAM,HIGH,Prize claim requires fee/payment,PAY_FEE,HINDI_ROMAN,Lottery,0.88,synthetic_augmented,0,0,0,0,1,0,HIGH,turant check karein: prize department: pay the verification fee immediately to receive your lottery winnings.
IND-04848,Bhai sabko bhejo: UPI PIN is required to receive money. Share your PIN with the sender.,misinformation,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINGLISH,MISINFORMATION,0.84,synthetic_augmented,0,0,0,1,0,0,HIGH,bhai sabko bhejo: upi pin is required to receive money. share your pin with the sender.
IND-01698,"Your electricity bill of ₹1,850 is due on 25 August. Pay through the official electricity provider app or website. Please verify through the official app.",legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Utilities,0.9,public_dataset_derived,0,0,0,0,1,0,LOW,"your electricity bill of ₹1,850 is due on 25 august. pay through the official electricity provider app or website. please verify through the official app."
IND-02325,Aapke account se ₹900 debit hua hai. Agar aapne transaction nahi kiya to official bank app mein check karein. Check the official portal for details.,legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,HINGLISH,Banking,0.93,public_dataset_derived,0,0,0,0,1,1,LOW,aapke account se ₹900 debit hua hai. agar aapne transaction nahi kiya to official bank app mein check karein. check the official portal for details.
IND-00406,Turant check karein: Your account needs urgent verification. Login at http://account-check.example before midnight.,scam,PHISHING,HIGH,Suspicious link requesting credentials/payment,CLICK_LINK,HINDI_ROMAN,Phishing,0.89,public_dataset_derived,1,0,0,0,0,0,CRITICAL,turant check karein: your account needs urgent verification. login at URLTOKEN before midnight.
IND-00436,Urgent hai: Instagram security alert: unusual login detected. Verify your password and OTP using http://security-check.example.,scam,ACCOUNT_TAKEOVER,HIGH,Threatens account closure and requests login/OTP,LOGIN_OR_SHARE_OTP,HINGLISH,Account security,0.98,synthetic_augmented,1,0,1,0,0,0,CRITICAL,urgent hai: instagram security alert: unusual login detected. verify your password and otp using URLTOKEN
IND-00971,"Bhai, Your UPI account will be suspended today. Send your UPI PIN to the verification agent to reactivate it.",scam,UPI_FRAUD,HIGH,Requests UPI PIN/payment; urgency,PAY_OR_SHARE_UPI,HINGLISH,UPI,0.93,public_dataset_derived,0,0,0,1,0,0,CRITICAL,"bhai, your upi account will be suspended today. send your upi pin to the verification agent to reactivate it."
IND-00939,"Madam, Prize department: pay the verification fee immediately to receive your lottery winnings.",scam,LOTTERY_SCAM,HIGH,Prize claim requires fee/payment,PAY_FEE,HINGLISH,Lottery,0.89,public_dataset_derived,0,0,0,0,1,0,CRITICAL,"madam, prize department: pay the verification fee immediately to receive your lottery winnings."
IND-01451,"Instant personal loan approved without CIBIL check. Pay ₹1,499 processing fee before disbursement.",scam,LOAN_SCAM,HIGH,Loan promise with advance processing fee,PAY_FEE,ENGLISH,Loans,0.95,public_dataset_derived,0,0,0,0,1,0,CRITICAL,"instant personal loan approved without cibil check. pay ₹1,499 processing fee before disbursement."
IND-03510,Mujhe ek message mila hai: Someone offered me a work-from-home job but wants a ₹500 joining fee first. I am unsure if it is genuine.,suspicious,JOB_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINDI_ROMAN,UNVERIFIED_COMMUNICATION,0.77,synthetic_augmented,0,0,0,0,1,0,MEDIUM,mujhe ek message mila hai: someone offered me a work-from-home job but wants a ₹500 joining fee first. i am unsure if it is genuine.
IND-00007,Emergency donation appeal: transfer ₹500 now to help a hospital patient. Please forward to 10 groups.,scam,CHARITY_SCAM,MEDIUM,Urgent donation request with unverifiable details,DONATE,ENGLISH,Charity,0.92,synthetic_augmented,0,0,0,0,1,0,HIGH,emergency donation appeal: transfer ₹500 now to help a hospital patient. please forward to 10 groups.
IND-04041,Bhai sabko bhejo: All college exams are permanently cancelled this semester. Forward to every student.,misinformation,NONE,MEDIUM,Unverified or misleading claim; forwarding pressure or implausible assertion,VERIFY_SOURCE,HINGLISH,MISINFORMATION,0.95,synthetic_augmented,0,0,0,0,0,0,HIGH,bhai sabko bhejo: all college exams are permanently cancelled this semester. forward to every student.
IND-00109,Turant check karein: Your email account will close in 24 hours. Login through this link to keep it active.,scam,ACCOUNT_TAKEOVER,HIGH,Threatens account closure and requests login/OTP,LOGIN_OR_SHARE_OTP,HINDI_ROMAN,Account security,0.9,public_dataset_derived,0,0,0,0,0,0,CRITICAL,turant check karein: your email account will close in 24 hours. login through this link to keep it active.
IND-00768,"Please dhyan do, Congratulations! You are selected for a work-from-home job. Pay ₹999 registration fee to confirm joining.",scam,JOB_SCAM,HIGH,Job offer requires upfront payment or sensitive documents,PAY_FEE,HINGLISH,Employment,0.9,synthetic_augmented,0,0,0,0,1,0,HIGH,"please dhyan do, congratulations! you are selected for a work-from-home job. pay ₹999 registration fee to confirm joining."
IND-01115,Instagram security alert: unusual login detected. Verify your password and OTP using http://security-check.example.,scam,ACCOUNT_TAKEOVER,HIGH,Threatens account closure and requests login/OTP,LOGIN_OR_SHARE_OTP,ENGLISH,Account security,0.89,public_dataset_derived,1,0,1,0,0,0,HIGH,instagram security alert: unusual login detected. verify your password and otp using URLTOKEN
IND-00399,"Bhai, Your tax refund cannot be processed. Share your bank account and OTP immediately for verification.",scam,TAX_REFUND_SCAM,HIGH,Fake refund plus PAN/bank/OTP request,SHARE_DETAILS,HINGLISH,Tax,0.98,synthetic_augmented,0,0,1,0,0,1,HIGH,"bhai, your tax refund cannot be processed. share your bank account and otp immediately for verification."
IND-02003,"Security reminder: bank staff will never ask for your OTP, UPI PIN, CVV or password. For security, never share OTP.",legit,NONE,LOW,Normal transactional/personal communication; no malicious request,NONE,ENGLISH,Banking,0.97,public_dataset_derived,0,0,1,1,0,1,LOW,"security reminder: bank staff will never ask for your otp , upi pin, cvv or password. for security, never share otp ."
IND-00915,"Sir, Your WhatsApp account will be permanently disabled today. Click http://appeal.example and enter your login code.",scam,ACCOUNT_TAKEOVER,HIGH,Threatens account closure and requests login/OTP,LOGIN_OR_SHARE_OTP,HINGLISH,Account security,0.91,public_dataset_derived,1,0,0,0,0,0,HIGH,"sir, your whatsapp account will be permanently disabled today. click URLTOKEN and enter your login code."
IND-01221,Urgent hai: Railway recruitment selected you for the next round. Pay ₹499 document verification fee today.,scam,RECRUITMENT_SCAM,HIGH,Fake recruitment with registration fee,PAY_FEE,HINGLISH,Employment,0.93,public_dataset_derived,0,0,0,0,1,0,HIGH,urgent hai: railway recruitment selected you for the next round. pay ₹499 document verification fee today.
IND-00396,"Please dhyan do, Emergency donation appeal: transfer ₹500 now to help a hospital patient. Please forward to 10 groups.",scam,CHARITY_SCAM,MEDIUM,Urgent donation request with unverifiable details,DONATE,HINGLISH,Charity,0.91,public_dataset_derived,0,0,0,0,1,0,HIGH,"please dhyan do, emergency donation appeal: transfer ₹500 now to help a hospital patient. please forward to 10 groups."
IND-01436,Turant check karein: Scholarship registration closes today. Pay ₹199 processing charges immediately.,scam,SCHOLARSHIP_SCAM,HIGH,Scholarship claim requires fee/bank details,PAY_FEE,HINDI_ROMAN,Education,0.95,public_dataset_derived,0,0,0,0,1,0,HIGH,turant check karein: scholarship registration closes today. pay ₹199 processing charges immediately.
IND-03513,"Bhai, Someone says my KYC will expire today and wants my documents on WhatsApp. I have not verified the sender.",suspicious,KYC_FRAUD,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.76,synthetic_augmented,0,0,0,0,0,1,MEDIUM,"bhai, someone says my kyc will expire today and wants my documents on whatsapp. i have not verified the sender."
IND-00562,Urgent hai: Congratulations! You are selected for a work-from-home job. Pay ₹999 registration fee to confirm joining.,scam,JOB_SCAM,HIGH,Job offer requires upfront payment or sensitive documents,PAY_FEE,HINGLISH,Employment,0.89,synthetic_augmented,0,0,0,0,1,0,HIGH,urgent hai: congratulations! you are selected for a work-from-home job. pay ₹999 registration fee to confirm joining.
IND-00859,Turant check karein: Flood relief collection: donate immediately through this unfamiliar payment link.,scam,CHARITY_SCAM,MEDIUM,Urgent donation request with unverifiable details,DONATE,HINDI_ROMAN,Charity,0.89,synthetic_augmented,0,0,0,0,1,0,HIGH,turant check karein: flood relief collection: donate immediately through this unfamiliar payment link.
IND-00579,"Part-time job available: earn ₹5,000 daily. Send ₹499 security deposit and Aadhaar copy to start.",scam,JOB_SCAM,HIGH,Job offer requires upfront payment or sensitive documents,PAY_FEE,ENGLISH,Employment,0.94,public_dataset_derived,0,0,0,0,1,1,HIGH,"part-time job available: earn ₹5,000 daily. send ₹499 security deposit and aadhaar copy to start."
IND-00597,Bahut zaroori hai: Police notice: your SIM is involved in fraud. Do not tell anyone. Pay the settlement amount immediately.,scam,POLICE_IMPERSONATION,CRITICAL,Threat of arrest/case; demands money,PAY_OR_TRANSFER,HINDI_ROMAN,Law enforcement,0.94,public_dataset_derived,0,0,0,0,1,1,HIGH,bahut zaroori hai: police notice: your sim is involved in fraud. do not tell anyone. pay the settlement amount immediately.
IND-01458,"Sir, Prize department: pay the verification fee immediately to receive your lottery winnings.",scam,LOTTERY_SCAM,HIGH,Prize claim requires fee/payment,PAY_FEE,HINGLISH,Lottery,0.89,synthetic_augmented,0,0,0,0,1,0,CRITICAL,"sir, prize department: pay the verification fee immediately to receive your lottery winnings."
IND-03300,"Guys, A parcel-fee message came from an unknown number and asks for ₹499 through a link. Is it genuine?",suspicious,COURIER_FRAUD,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.87,synthetic_augmented,0,0,0,0,1,0,MEDIUM,"guys, a parcel-fee message came from an unknown number and asks for ₹499 through a link. is it genuine?"
IND-03018,"Guys, This message says I won a shopping voucher but asks me to pay a small fee first. Has anyone verified it?",suspicious,LOTTERY_SCAM,MEDIUM,"Potential fraud indicators present, but authenticity is not established",VERIFY_BEFORE_ACTION,HINGLISH,UNVERIFIED_COMMUNICATION,0.76,synthetic_augmented,0,0,0,0,1,0,MEDIUM,"guys, this message says i won a shopping voucher but asks me to pay a small fee first. has anyone verified it?"
IND-00157,Bahut zaroori hai: Emergency donation appeal: transfer ₹500 now to help a hospital patient. Please forward to 10 groups.,scam,CHARITY_SCAM,MEDIUM,Urgent donation request with unverifiable details,DONATE,HINDI_ROMAN,Charity,0.96,public_dataset_derived,0,0,0,0,1,0,CRITICAL,bahut zaroori hai: emergency donation appeal: transfer ₹500 now to help a hospital patient. please forward to 10 groups.
IND-00798,"Delhi Police Cyber Cell calling. Your number is linked to an illegal case. Pay ₹15,000 now to avoid arrest.",scam,POLICE_IMPERSONATION,CRITICAL,Threat of arrest/case; demands money,PAY_OR_TRANSFER,ENGLISH,Law enforcement,0.88,public_dataset_derived,0,0,0,0,1,1,HIGH,"delhi police cyber cell calling. your number is linked to an illegal case. pay ₹15,000 now to avoid arrest."
IND-00699,"Madam, Police video verification required. Stay on the call and transfer ₹25,000 to prove your account is clean.",scam,DIGITAL_ARREST,CRITICAL,Authority impersonation; intimidation; payment demand,PAY_OR_TRANSFER,HINGLISH,Law enforcement,0.89,synthetic_augmented,0,0,0,0,1,1,HIGH,"madam, police video verification required. stay on the call and transfer ₹25,000 to prove your account is clean."
IND-00018,Turant check karein: FASTag verification pending. Send vehicle RC and OTP to activate your account.,scam,FASTAG_SCAM,HIGH,KYC/recharge/blacklist threat plus payment/link,PAY_OR_UPDATE,HINDI_ROMAN,Transport,0.93,synthetic_augmented,0,0,1,0,0,0,HIGH,turant check karein: fastag verification pending. send vehicle rc and otp to activate your account.
IND-01042,"Sir, Your email account will close in 24 hours. Login through this link to keep it active.",scam,ACCOUNT_TAKEOVER,HIGH,Threatens account closure and requests login/OTP,LOGIN_OR_SHARE_OTP,HINGLISH,Account security,0.98,synthetic_augmented,0,0,0,0,0,0,CRITICAL,"sir, your email account will close in 24 hours. login through this link to keep it active."
IND-00024,Kripya dhyan dein: Income Tax Department: click http://refund.example to claim your pending refund today.,scam,TAX_REFUND_SCAM,HIGH,Fake refund plus PAN/bank/OTP request,SHARE_DETAILS,HINDI_ROMAN,Tax,0.93,public_dataset_derived,1,0,0,0,0,1,HIGH,kripya dhyan dein: income tax department: click URLTOKEN to claim your pending refund today.
IND-00208,Urgent hai: URGENT: KYC expires in 2 hours. Send OTP and Aadhaar details on WhatsApp to keep your account active.,scam,KYC_FRAUD,HIGH,OTP request; KYC/account threat; urgency,SHARE_OTP,HINGLISH,KYC / Banking,0.9,synthetic_augmented,0,0,1,0,0,1,HIGH,urgent hai: urgent: kyc expires in 2 hours. send otp and aadhaar details on whatsapp to keep your account active.
IND-00448,Bahut zaroori hai: Your meter has been flagged. Pay the pending amount now or your connection will be terminated today.,scam,ELECTRICITY_SCAM,HIGH,Disconnection threat plus payment/link,PAY_BILL,HINDI_ROMAN,Utilities,0.93,public_dataset_derived,0,0,0,0,1,0,CRITICAL,bahut zaroori hai: your meter has been flagged. pay the pending amount now or your connection will be terminated today.
IND-00565,"Madam, Click http://secure-login.example to prevent your WhatsApp account from being disabled.",scam,PHISHING,HIGH,Suspicious link requesting credentials/payment,CLICK_LINK,HINGLISH,Phishing,0.97,synthetic_augmented,1,0,0,0,0,0,CRITICAL,"madam, click URLTOKEN to prevent your whatsapp account from being disabled."
